x1,x2,Y
-0.39919354838709675,0.9491341991341997,1.0
0.14516129032258074,0.8246753246753249,1.0
0.41532258064516125,-0.7770562770562769,0.0
0.8346774193548387,-0.3441558441558439,1.0
0.44758064516129026,0.7380952380952386,1.0
-0.3951612903225806,0.8571428571428577,1.0
0.7580645161290323,0.5811688311688314,1.0
-0.6975806451612903,-0.7067099567099565,0.0
-0.2338709677419355,-0.27922077922077904,0.0
-0.31854838709677424,-0.20887445887445866,0.0
-0.2701612903225805,-0.33333333333333304,0.0
0.8225806451612903,-0.6580086580086578,1.0
-0.19354838709677424,-0.8690476190476188,0.0
0.8306451612903227,0.8409090909090913,1.0
-0.31854838709677424,-0.3495670995670993,0.0
0.8709677419354838,0.7651515151515156,1.0
-0.3709677419354839,-0.2251082251082248,0.0
-0.6653225806451613,0.954545454545455,1.0
-0.3306451612903225,-0.05194805194805174,0.0
-0.6290322580645161,0.8030303030303032,1.0
-0.19354838709677424,-0.9123376623376622,0.0
-0.024193548387096753,-0.3766233766233764,0.0
-0.056451612903225756,0.8787878787878793,1.0
0.8145161290322582,0.4188311688311692,1.0
0.02016129032258074,-0.7716450216450215,0.0
-0.8266129032258064,-0.6904761904761902,0.0
0.8911290322580647,0.9112554112554117,1.0
0.282258064516129,-0.9393939393939392,0.0
-0.3951612903225806,0.012987012987013324,0.0
0.153225806451613,0.5432900432900436,1.0
-0.8266129032258064,-0.5443722943722942,0.0
-0.7419354838709677,-0.5227272727272725,0.0
0.6008064516129032,0.4350649350649354,1.0
-0.8629032258064515,-0.36580086580086557,0.0
-0.8830645161290323,0.19155844155844193,0.0
-0.7862903225806451,-0.7878787878787876,0.0
-0.439516129032258,-0.8257575757575756,0.0
-0.4556451612903225,-0.7337662337662336,0.0
0.8790322580645162,0.02380952380952417,1.0
0.346774193548387,-0.7499999999999998,0.0
-0.1088709677419355,0.7597402597402603,1.0
0.7701612903225807,0.17532467532467555,1.0
-0.7540322580645161,0.012987012987013324,0.0
0.6975806451612903,0.6515151515151518,1.0
-0.8629032258064515,0.0833333333333337,0.0
0.9233870967741937,-0.5876623376623374,1.0
0.6411290322580645,0.8841991341991347,1.0
-0.13306451612903225,0.4621212121212124,1.0
0.31854838709677424,0.5811688311688314,1.0
0.8709677419354838,0.4188311688311692,1.0
